delay,delivery_rate,send_rate,cwnd,loss_rate,ts,reward,infer_time,distribution
22.1978679439,8.44151005715,22.7895627478,30.0,0,51,0,0,0
79.592309311,6.94185745876,18.1062015911,45.0,0,74,0,0,0
1822.92528562,8.63807139311,15.7609049693,274.25,0,477,0,0,0
2236.88566235,8.0643128968,16.1136361934,293.0,0,547,0,0,0
3912.09110318,14.3452878524,16.5060343498,243.5,0,824,0,0,0
7481.0252997,10.8315003343,6.94504140536,160.5,0,994,0,0,0
3120.61283277,8.72548885931,6.41357409833,121.5,0,1139,0,0,0
1026.30044228,9.66939420739,8.00949688216,125.5,0,1277,0,0,0
2566.13705481,9.69614862624,15.5139981388,211.625,0,1497,0,0,0
4721.31379312,9.28881227947,10.4793424354,138.25,0,1641,0,0,0
2403.18153042,9.21089648519,7.64331449116,84.125,0,1729,0,0,0
1187.91524596,8.50204011788,12.9964664719,110.625,0,1848,0,0,0
4152.67372648,11.8815171403,11.8546213505,144.25,0,2050,0,0,0
1898.26886653,12.1666070564,9.49795993762,91.4375,0,2155,0,0,0
1813.40497017,10.0763257864,18.1121162713,164.25,0,2293,0,0,0
4541.11099797,11.1051352165,16.5453869512,174.5625,0,2513,0,0,0
3804.60677139,12.0762963978,8.93306992699,104.875,0,2628,0,0,0
1604.55430281,10.3447093132,8.72124661175,71.4375,0,2713,0,0,0
713.885969162,12.2310394623,23.8293295532,180.375,0,2836,0,0,0
7816.29535782,12.9219129919,11.2848584965,119.4375,0,3178,0,0,0
8837.55246337,11.5377753897,5.68021429593,73.0625,0,3265,0,0,0
3155.62088013,9.10095838882,6.83507557388,55.0625,0,3325,0,0,0
426.015625,10.3948891867,16.1340786479,90.375,0,3405,0,0,0
7444.97183773,9.28285542438,17.5165733459,180.0,0,3731,0,0,0
7614.15627454,12.9914982621,10.2187507419,106.1875,0,3847,0,0,0
4318.1411438,8.91490974914,7.26739695008,68.6875,0,3922,0,0,0
1062.296875,10.5645728502,9.08502172955,53.375,0,3982,0,0,0
451.125,10.9875438658,18.9556237646,100.0,0,4072,0,0,0
7088.66914931,8.7838502061,18.7088125532,212.25,0,4398,0,0,0
9242.89003336,12.9027497933,10.9874042314,123.125,0,4531,0,0,0
6096.2489624,8.82251252092,6.55391285775,74.0,0,4617,0,0,0
1778.375,10.1163219938,8.04109330602,53.75,0,4678,0,0,0
369.25,11.5002725,12.806038396,60.0,0,4737,0,0,0
2210.02782917,9.02398181732,22.8533748909,158.75,0,4904,0,0,0
9753.05154615,11.6705361218,10.6371044179,98.8125,0,5130,0,0,0
5872.74727631,11.1933392429,6.63202375662,66.0,0,5203,0,0,0
1672.01806641,10.5490355368,8.87423715944,53.0,0,5259,0,0,0
325.75,11.4085424135,10.714929406,50.0,0,5318,0,0,0
1842.17381943,9.62129216512,19.3997860211,122.5,0,5454,0,0,0
6399.27657149,8.9972988654,12.0280119009,120.0,0,5611,0,0,0
3599.68099869,10.362799378,8.58693285978,74.75,0,5700,0,0,0
1555.85720825,11.0109723231,9.3310925027,56.4375,0,5763,0,0,0
564.859375,11.4555944321,10.4024306155,51.125,0,5815,0,0,0
637.0,10.3989709699,14.7209837161,70.0,0,5881,0,0,0
5173.96259904,8.51537444976,15.3303599767,117.75,0,6081,0,0,0
3870.4227853,13.389188527,10.1769920042,77.6875,0,6164,0,0,0
1915.48904419,10.8933071352,8.9876123893,58.1875,0,6226,0,0,0
615.734375,11.771156202,10.3865854087,51.125,0,6280,0,0,0
814.533070505,11.6935659859,17.4416714288,83.5,0,6380,0,0,0
4371.33979392,10.4006476322,14.1892216335,123.75,0,6553,0,0,0
4832.87581146,10.6941834545,8.47668184763,79.875,0,6640,0,0,0
2056.3026123,10.4931844443,8.71212789466,59.1875,0,6704,0,0,0
773.640625,11.1790532039,10.0910187979,51.5,0,6757,0,0,0
346.875,11.5514509882,13.2650183706,60.0,0,6816,0,0,0
2118.79528778,9.72449822871,21.172237563,157.5,0,7007,0,0,0
5958.61791936,11.6760872781,11.474939048,97.25,0,7115,0,0,0
3369.01048994,10.140883922,8.08121171634,67.125,0,7187,0,0,0
1420.03125,10.1969362162,9.03394330744,53.3125,0,7244,0,0,0
611.0,11.3126073847,9.99978181215,50.0,0,7294,0,0,0
241.0,11.3484301152,11.4444118654,50.0,0,7347,0,0,0
2609.69722396,8.93929482241,18.7749396539,118.75,0,7493,0,0,0
5377.77267922,11.6676300001,11.6166122402,105.625,0,7624,0,0,0
3050.22800722,10.7309568343,8.7614672072,72.5,0,7702,0,0,0
1273.95727539,11.5559531363,9.89040245392,56.625,0,7761,0,0,0
479.015625,11.9607243915,11.0546188028,51.0625,0,7814,0,0,0
262.875,11.8084999566,13.7754125752,60.0,0,7873,0,0,0
3255.56339288,8.88015417913,18.9877656352,151.0,0,8074,0,0,0
5758.11660694,11.4053033038,10.356111306,93.5,0,8179,0,0,0
3035.19720459,10.3695751318,8.38263187971,64.75,0,8250,0,0,0
1269.078125,10.7728421127,9.27034299914,52.5625,0,8306,0,0,0
498.375,11.526356701,10.4759139003,50.0,0,8357,0,0,0
233.0,11.4323554973,14.0980361288,60.0,0,8408,0,0,0
2857.95635802,8.03845784384,20.9866408208,152.5,0,8581,0,0,0
5314.55396405,11.2485829701,13.006781397,110.25,0,8699,0,0,0
3282.88416532,10.144677245,8.64442485204,76.375,0,8781,0,0,0
1536.21824209,10.9109600676,9.54522563318,58.25,0,8842,0,0,0
679.860137939,11.7087640843,10.5283223968,52.0,0,8896,0,0,0
292.265625,11.7372912503,11.543114922,50.3125,0,8948,0,0,0
658.061069846,11.0619760261,19.4272757982,100.0,0,9030,0,0,0
3558.34155347,9.70393742422,12.8975914654,96.75,0,9154,0,0,0
2746.88216815,11.1421158339,9.73214080066,72.125,0,9232,0,0,0
1378.70983887,11.0954384789,10.0550939126,57.0625,0,9294,0,0,0
559.59375,11.5618284088,10.8313349413,51.125,0,9347,0,0,0
550.375,10.8594403043,12.9449232654,60.0,0,9407,0,0,0
1612.17025944,9.70471925058,14.3364705275,89.5,0,9500,0,0,0
1897.04723852,11.2051599988,10.9251205745,67.75,0,9570,0,0,0
1040.64852905,11.9065283573,10.6425562386,56.875,0,9628,0,0,0
474.90625,11.4374695524,11.3701005708,51.4375,0,9680,0,0,0
837.443297863,10.8131967692,13.2592447934,64.5,0,9751,0,0,0
866.282775504,11.4337150814,11.2378739887,56.25,0,9808,0,0,0
497.708740234,12.1789692036,11.3360154971,52.125,0,9860,0,0,0
345.75,11.6478149967,11.3839495054,50.375,0,9911,0,0,0
457.0,10.8887164163,13.1251461698,60.0,0,9973,0,0,0
1384.85387462,9.1168584915,14.9911900766,90.0,0,10063,0,0,0
1784.13980319,10.8676742568,10.8768262823,68.5,0,10132,0,0,0
1014.26914878,11.5391747179,10.8303522986,57.75,0,10193,0,0,0
606.39352417,11.5512145888,11.0843645006,52.375,0,10245,0,0,0
381.140625,11.6230972411,11.2143791114,50.3125,0,10297,0,0,0
263.625,11.4806238382,13.8024138932,60.0,0,10356,0,0,0
1955.35529919,7.95957084735,17.9952295232,124.5,0,10482,0,0,0
3253.7696539,9.85565714443,11.1343855406,83.25,0,10569,0,0,0
1922.04299927,10.5602949431,9.57842779554,62.625,0,10636,0,0,0
903.46875,10.9507687905,10.2116947036,52.25,0,10703,0,0,0
338.375,12.0301987146,11.4940555817,50.0,0,10771,0,0,0
988.685390472,11.6091553984,18.3988048264,97.0,0,10870,0,0,0
4750.78280926,9.57086516329,14.6063414711,132.75,0,11065,0,0,0
5897.72343304,9.08293510794,7.79506073419,82.5,0,11156,0,0,0
2556.04034424,9.89424930239,8.24702717679,59.0,0,11222,0,0,0
1035.171875,11.0467419247,9.60082098639,51.125,0,11275,0,0,0
398.375,11.581906111,11.1550047783,50.0,0,11324,0,0,0
364.0,11.1969734642,13.7324328115,60.0,0,11383,0,0,0
1857.6531455,7.99315640125,14.8769359275,94.5,0,11478,0,0,0
1902.25749854,10.3155350528,11.2635816787,69.75,0,11550,0,0,0
1112.98193359,11.2026044423,10.4441342388,56.0,0,11608,0,0,0
628.625,11.6350456638,10.9714712229,51.5,0,11661,0,0,0
378.625,11.4743667443,11.2342305861,50.0,0,11726,0,0,0
225.0,11.7959050565,12.4530955223,50.0,0,11773,0,0,0
1322.57428909,10.3879433134,22.6350214274,143.5,0,11893,0,0,0
